canonical_part_id,canonical_description,source,part_number
81c60586-e7bc-4c75-a230-befad94f7e0f,Plastic Wire Standard Configuration,Source1,FAS-WIRE-00065
81c60586-e7bc-4c75-a230-befad94f7e0f,Plastic Wire Standard Configuration,Source4,00082
e7ff7ff4-5c8d-4f2a-9193-e4b4cfa1ea0c,Stainless Steel Flange Nut Standard Configuration,Source4,00083
e7ff7ff4-5c8d-4f2a-9193-e4b4cfa1ea0c,Stainless Steel Flange Nut Standard Configuration,Source1,FAS-FLANGENUT-00066
2696864c-ea99-45ba-9bbe-9456ee52ddba,"Brass Set Screw 1/4""-13 x 2""",Source3,SETSCREW-70
1f22e2eb-94ea-49c7-9286-a7f0ae1de731,Carbon Steel Hex Bolt M12x2.0x50mm (DIN 931),Source1,FAS-HB-00067
c89276a2-91c8-46fb-9490-9ce97fc12aef,Stainless Steel Flange Nut Standard Configuration,Source4,00084
c89276a2-91c8-46fb-9490-9ce97fc12aef,Stainless Steel Flange Nut Standard Configuration,Source3,FLANGENUT-71
3b7f8eff-44ad-4a44-b363-f0e6ba0df9e0,Carbon Steel Threaded Rod Standard Configuration,Source4,00085
3b7f8eff-44ad-4a44-b363-f0e6ba0df9e0,Carbon Steel Threaded Rod Standard Configuration,Source2,93321A239
3b7f8eff-44ad-4a44-b363-f0e6ba0df9e0,Carbon Steel Threaded Rod Standard Configuration,Source1,FAS-THREADEDROD-00068
ca1a2988-438e-4e4a-88e7-00f068caf5cd,"Stainless Steel Socket Head Cap Screw 5/8""-13 x 1-1/2"" (DIN 912)",Source4,DIN 912-00086
07607373-53ec-4b52-a5ff-31464d63ee6f,Carbon Steel Hex Nut Standard Configuration,Source3,HEXNUT-72
53a6c7b9-a82f-4211-95dc-62ba4f102299,Stainless Steel Flat Head Screw M8x1.75x40mm,Source3,FLATHEADSCREW-73
53a6c7b9-a82f-4211-95dc-62ba4f102299,Stainless Steel Flat Head Screw M8x1.75x40mm,Source2,95051A574
53a6c7b9-a82f-4211-95dc-62ba4f102299,Stainless Steel Flat Head Screw M8x1.75x40mm,Source4,00087
256c9756-4394-4309-8839-d2ba5639ca9f,Rubber Oil Seal Standard Configuration,Source4,00088
7a7f7fec-0559-46c6-8608-ccba54b4c46c,Stainless Steel Set Screw M5x1.0x60mm,Source2,99884A141
0206a955-6b48-416e-b50f-140e45b91f94,Brass Threaded Rod Standard Configuration,Source3,THREADEDROD-74
0206a955-6b48-416e-b50f-140e45b91f94,Brass Threaded Rod Standard Configuration,Source1,FAS-THREADEDROD-00069
08a15f0d-2ca3-45c4-9934-20ff92711136,Plastic Gasket Standard Configuration,Source4,00089
08a15f0d-2ca3-45c4-9934-20ff92711136,Plastic Gasket Standard Configuration,Source3,GASKET-75
83be3c3e-47e9-40b0-9b36-c606e2a25340,Carbon Steel Flat Washer Standard Configuration,Source1,FAS-FLATWASHER-00070
83be3c3e-47e9-40b0-9b36-c606e2a25340,Carbon Steel Flat Washer Standard Configuration,Source4,DIN 125-00090
d25faf64-76d0-4b21-abc5-efbb1ae7ba92,Rubber Switch Standard Configuration,Source4,00091
ae10a3cd-627b-4350-b7c7-7cf83393ea86,Needle Bearing Series 6200-ZZ,Source3,NEEDLEBEARING-76
ae10a3cd-627b-4350-b7c7-7cf83393ea86,Needle Bearing Series 6200-ZZ,Source4,00092
3231d42f-833c-443c-ac72-8eb018eda298,Stainless Steel Hex Nut Standard Configuration,Source2,92290A224
3231d42f-833c-443c-ac72-8eb018eda298,Stainless Steel Hex Nut Standard Configuration,Source1,FAS-HEXNUT-00071
ba5b5986-3368-420f-bd9b-4b4b51fb5d6c,Bearing Housing Series 6204-Open,Source4,00093
ba5b5986-3368-420f-bd9b-4b4b51fb5d6c,Bearing Housing Series 6204-Open,Source3,BEARINGHOUSING-77
ba5b5986-3368-420f-bd9b-4b4b51fb5d6c,Bearing Housing Series 6204-Open,Source1,FAS-BEARINGHOUSING-00072
398ec207-ae04-4357-abad-716acd5cc0a9,Steel Filter Standard Configuration,Source1,FAS-FILTER-00073
f2cc02ef-f2f3-47d3-b3b6-064acd935d39,Brass Flat Washer Standard Configuration,Source3,FLATWASHER-78
90d52a74-206d-42da-867b-26140357ea14,Rubber Spring Standard Configuration,Source4,00094
90d52a74-206d-42da-867b-26140357ea14,Rubber Spring Standard Configuration,Source1,FAS-SPRING-00074
b7b60ae8-b4de-4090-b6fc-27d952badfeb,Copper Filter Standard Configuration,Source2,93239A761
b7b60ae8-b4de-4090-b6fc-27d952badfeb,Copper Filter Standard Configuration,Source4,00095
b7b60ae8-b4de-4090-b6fc-27d952badfeb,Copper Filter Standard Configuration,Source3,FILTER-79
c478c70e-681f-4e42-80c7-a4e69f414677,Carbon Steel Flat Washer Standard Configuration,Source4,DIN 125-00096
3d41a288-a72a-41df-9ea8-d3c9e9f617f7,Carbon Steel Hex Nut Standard Configuration,Source3,HEXNUT-80
3d41a288-a72a-41df-9ea8-d3c9e9f617f7,Carbon Steel Hex Nut Standard Configuration,Source4,00097
3d41a288-a72a-41df-9ea8-d3c9e9f617f7,Carbon Steel Hex Nut Standard Configuration,Source2,95799A319
9a87c74b-0be3-4857-9537-ec31c4142db9,Copper Relay Standard Configuration,Source4,00098
9a87c74b-0be3-4857-9537-ec31c4142db9,Copper Relay Standard Configuration,Source3,RELAY-81
9a87c74b-0be3-4857-9537-ec31c4142db9,Copper Relay Standard Configuration,Source2,94835A610
b9ab40ff-2382-4761-ae39-2c59f86db367,Plastic Relay Standard Configuration,Source1,FAS-RELAY-00075
b9ab40ff-2382-4761-ae39-2c59f86db367,Plastic Relay Standard Configuration,Source2,94583A492
d9c0b956-8d68-4007-945e-dc84cb51f40c,Carbon Steel Lock Washer Standard Configuration,Source1,FAS-LOCKWASHER-00076
d9c0b956-8d68-4007-945e-dc84cb51f40c,Carbon Steel Lock Washer Standard Configuration,Source2,98907A913
bd1b33e2-a022-4424-857d-65bcaba8e0d4,Stainless Steel Threaded Rod Standard Configuration,Source3,THREADEDROD-82
bd1b33e2-a022-4424-857d-65bcaba8e0d4,Stainless Steel Threaded Rod Standard Configuration,Source4,00099
bd1b33e2-a022-4424-857d-65bcaba8e0d4,Stainless Steel Threaded Rod Standard Configuration,Source1,FAS-THREADEDROD-00077
abbb92c3-1dfa-4a34-93d1-c57b2f232867,"Carbon Steel Flat Head Screw 1/2""-18 x 1-1/2""",Source4,00100
abbb92c3-1dfa-4a34-93d1-c57b2f232867,"Carbon Steel Flat Head Screw 1/2""-18 x 1-1/2""",Source2,95269A497
abbb92c3-1dfa-4a34-93d1-c57b2f232867,"Carbon Steel Flat Head Screw 1/2""-18 x 1-1/2""",Source1,FAS-FLATHEADSCREW-00078
8199ac9a-4e74-4996-aa4e-a84a230128c4,Nylon O-Ring 31mm ID x 2.0mm CS,Source1,FAS-O-RING-00079
8199ac9a-4e74-4996-aa4e-a84a230128c4,Nylon O-Ring 31mm ID x 2.0mm CS,Source3,O-RING-83
8199ac9a-4e74-4996-aa4e-a84a230128c4,Nylon O-Ring 31mm ID x 2.0mm CS,Source2,97728A642
ebb5a2e1-0b05-432f-9675-38afa721c6a8,Chrome O-Ring 11mm ID x 2.5mm CS,Source4,00101
162bf89f-6935-4fdb-9ac6-b6aeebebf2f5,"Carbon Steel Set Screw 5/16""-24 x 3/4""",Source2,91640A353
b3e51646-0333-447c-bc92-6b0b25f4d220,Stainless Steel Hex Nut Standard Configuration,Source1,FAS-HEXNUT-00080
81531af0-2cbf-4237-a8bf-b878f81bb235,Copper Oil Seal Standard Configuration,Source1,FAS-OILSEAL-00081
5ce87bdb-20d4-42fe-ba9d-cfdbd925ec91,Brass Flat Head Screw M20x0.7x50mm,Source3,FLATHEADSCREW-84
5ce87bdb-20d4-42fe-ba9d-cfdbd925ec91,Brass Flat Head Screw M20x0.7x50mm,Source2,95813A959
716b1b87-5a6f-433d-af18-5ac8f233bba7,"Carbon Steel Set Screw 1/2""-24 x 1-1/2""",Source4,00102
b25cec42-20dd-47c6-88cf-f66ddb81d2fe,Stainless Steel Flat Washer Standard Configuration,Source2,95210A925
b25cec42-20dd-47c6-88cf-f66ddb81d2fe,Stainless Steel Flat Washer Standard Configuration,Source4,DIN 125-00103
b25cec42-20dd-47c6-88cf-f66ddb81d2fe,Stainless Steel Flat Washer Standard Configuration,Source3,FLATWASHER-85
c04da905-a935-46c3-aad4-4becaddbf4d4,Steel Shaft Seal Standard Configuration,Source1,FAS-SHAFTSEAL-00082
c04da905-a935-46c3-aad4-4becaddbf4d4,Steel Shaft Seal Standard Configuration,Source3,SHAFTSEAL-86
c04da905-a935-46c3-aad4-4becaddbf4d4,Steel Shaft Seal Standard Configuration,Source4,00104
5d2e8a6a-5c54-4466-b562-3ba515cf1a59,Copper Switch Standard Configuration,Source2,93811A716
5d2e8a6a-5c54-4466-b562-3ba515cf1a59,Copper Switch Standard Configuration,Source3,SWITCH-87
5d2e8a6a-5c54-4466-b562-3ba515cf1a59,Copper Switch Standard Configuration,Source4,00105
ea1d0c95-b56d-470f-89dc-7af131cdfba8,Copper Adhesive Standard Configuration,Source4,00106
ea1d0c95-b56d-470f-89dc-7af131cdfba8,Copper Adhesive Standard Configuration,Source3,ADHESIVE-88
ea1d0c95-b56d-470f-89dc-7af131cdfba8,Copper Adhesive Standard Configuration,Source2,90975A122
d278a406-09b7-455f-a11a-4b93a2a65fe6,Steel Fitting Standard Configuration,Source2,91817A966
d278a406-09b7-455f-a11a-4b93a2a65fe6,Steel Fitting Standard Configuration,Source4,00107
4d129998-07e2-44d1-b389-f1144749d6f5,Ball Bearing Series 6202-ZZ,Source3,BALLBEARING-89
4d129998-07e2-44d1-b389-f1144749d6f5,Ball Bearing Series 6202-ZZ,Source4,00108
4d129998-07e2-44d1-b389-f1144749d6f5,Ball Bearing Series 6202-ZZ,Source2,94944A430
971059b6-a512-441b-b178-ff5c05ab9de8,Steel Wire Standard Configuration,Source3,WIRE-90
971059b6-a512-441b-b178-ff5c05ab9de8,Steel Wire Standard Configuration,Source4,00109
971059b6-a512-441b-b178-ff5c05ab9de8,Steel Wire Standard Configuration,Source2,92854A824
b5ad06e1-83db-48d3-9e1f-d439f3093038,Rubber Connector Standard Configuration,Source2,95846A328
2370a301-30c1-49da-8fb8-f61e086d0c17,Steel Fitting Standard Configuration,Source3,FITTING-91
2370a301-30c1-49da-8fb8-f61e086d0c17,Steel Fitting Standard Configuration,Source1,FAS-FITTING-00083
b52da282-6d29-4e94-8b9f-f70aeafc8a60,Stainless Steel Lock Nut Standard Configuration,Source3,LOCKNUT-92
b52da282-6d29-4e94-8b9f-f70aeafc8a60,Stainless Steel Lock Nut Standard Configuration,Source4,00110
7df20c92-11b8-453f-af8b-1b241f61bd12,Rubber Lubricant Standard Configuration,Source4,00111
52b34f19-6988-401a-be00-626332704425,Carbon Steel Socket Head Cap Screw M6x0.7x30mm (DIN 912),Source4,DIN 912-00112
52b34f19-6988-401a-be00-626332704425,Carbon Steel Socket Head Cap Screw M6x0.7x30mm (DIN 912),Source2,99869A425
a81a184d-1a99-474e-9e86-715405627939,Steel Oil Seal Standard Configuration,Source3,OILSEAL-93
a81a184d-1a99-474e-9e86-715405627939,Steel Oil Seal Standard Configuration,Source2,92750A751
a81a184d-1a99-474e-9e86-715405627939,Steel Oil Seal Standard Configuration,Source1,FAS-OILSEAL-00084
a343e02b-b962-4050-91ec-10b3403d8345,Ball Bearing Series 6201-ZZ,Source4,00113
a343e02b-b962-4050-91ec-10b3403d8345,Ball Bearing Series 6201-ZZ,Source2,90186A371
a343e02b-b962-4050-91ec-10b3403d8345,Ball Bearing Series 6201-ZZ,Source3,BALLBEARING-94
d174265f-f8f2-4dd4-9159-4006dc46b253,Bearing Housing Series 6200-2RS,Source3,BEARINGHOUSING-95
89d2baf4-31ea-4a0b-a829-58f106ce12cd,Stainless Steel Socket Head Cap Screw M16x2.5x16mm (DIN 912),Source3,SHCS-96
e4d7d8e7-f204-445e-9622-6d0fd3940ba0,Copper Fuse Standard Configuration,Source1,FAS-FUSE-00085
e4d7d8e7-f204-445e-9622-6d0fd3940ba0,Copper Fuse Standard Configuration,Source2,95754A659
e4d7d8e7-f204-445e-9622-6d0fd3940ba0,Copper Fuse Standard Configuration,Source3,FUSE-97
b74d1335-11d6-48e9-b044-93acaf380f67,Bearing Housing Series 6202-2RS,Source3,BEARINGHOUSING-98
b74d1335-11d6-48e9-b044-93acaf380f67,Bearing Housing Series 6202-2RS,Source4,00114
b74d1335-11d6-48e9-b044-93acaf380f67,Bearing Housing Series 6202-2RS,Source2,95600A274
ce0a802d-0c8c-4f58-9565-6ef1db8c5233,Stainless Steel Lock Nut Standard Configuration,Source2,98962A195
88f33672-d1ed-4d80-8de2-743bb33b0898,"Brass Socket Head Cap Screw 1/4""-11 x 1-1/2"" (DIN 912)",Source3,SHCS-99
88f33672-d1ed-4d80-8de2-743bb33b0898,"Brass Socket Head Cap Screw 1/4""-11 x 1-1/2"" (DIN 912)",Source4,DIN 912-00115
88f33672-d1ed-4d80-8de2-743bb33b0898,"Brass Socket Head Cap Screw 1/4""-11 x 1-1/2"" (DIN 912)",Source2,90877A203
682076a9-6641-4c24-a5c6-80ac40babf40,Stainless Steel Flat Washer Standard Configuration,Source1,FAS-FLATWASHER-00086
d48dbbc7-8bc7-44dc-b9d4-553e46bf3c3e,Rubber Lubricant Standard Configuration,Source2,94612A404
d48dbbc7-8bc7-44dc-b9d4-553e46bf3c3e,Rubber Lubricant Standard Configuration,Source1,FAS-LUBRICANT-00087
d48dbbc7-8bc7-44dc-b9d4-553e46bf3c3e,Rubber Lubricant Standard Configuration,Source3,LUBRICANT-100
678b8c7b-4bb7-4dc4-a446-08f4a85c8f87,Rubber Wire Standard Configuration,Source2,94825A943
678b8c7b-4bb7-4dc4-a446-08f4a85c8f87,Rubber Wire Standard Configuration,Source3,WIRE-101
678b8c7b-4bb7-4dc4-a446-08f4a85c8f87,Rubber Wire Standard Configuration,Source1,FAS-WIRE-00088
366aa07c-d1f0-4f4b-8f11-b60c3f011699,Plastic Relay Standard Configuration,Source1,FAS-RELAY-00089
6378d3b3-81f3-441b-a547-56ebfd94af7e,Carbon Steel Lock Washer Standard Configuration,Source3,LOCKWASHER-102
6378d3b3-81f3-441b-a547-56ebfd94af7e,Carbon Steel Lock Washer Standard Configuration,Source4,00116
6e613076-2eaf-4632-baff-78820f1095f6,Steel Relay Standard Configuration,Source1,FAS-RELAY-00090
6e613076-2eaf-4632-baff-78820f1095f6,Steel Relay Standard Configuration,Source3,RELAY-103
e2ef98d9-b86d-4174-b803-62db693197bd,Roller Bearing Series 6200-2RS,Source1,FAS-ROLLERBEARING-00091
1a2ce3a4-ba95-45bf-939a-56870e7d65f2,"Stainless Steel Set Screw 3/8""-11 x 1-1/4""",Source2,96078A490
1a2ce3a4-ba95-45bf-939a-56870e7d65f2,"Stainless Steel Set Screw 3/8""-11 x 1-1/4""",Source4,00117
1a2ce3a4-ba95-45bf-939a-56870e7d65f2,"Stainless Steel Set Screw 3/8""-11 x 1-1/4""",Source3,SETSCREW-104
7a66f458-2b08-47a3-aa85-67bc42369c8c,Steel Clip Standard Configuration,Source2,99244A163
7a66f458-2b08-47a3-aa85-67bc42369c8c,Steel Clip Standard Configuration,Source4,00118
6871161b-61fe-4817-83c6-c25052068ab3,"Carbon Steel Set Screw 1/4""-24 x 1""",Source3,SETSCREW-105
6871161b-61fe-4817-83c6-c25052068ab3,"Carbon Steel Set Screw 1/4""-24 x 1""",Source4,00119
5404df17-41ea-4a8f-b23a-75e54154298b,Carbon Steel Lock Nut Standard Configuration,Source1,FAS-LOCKNUT-00092
e80b964c-fbff-4f32-980f-b9679d4033a4,Plastic Shaft Seal Standard Configuration,Source2,99070A162
e80b964c-fbff-4f32-980f-b9679d4033a4,Plastic Shaft Seal Standard Configuration,Source3,SHAFTSEAL-106
e80b964c-fbff-4f32-980f-b9679d4033a4,Plastic Shaft Seal Standard Configuration,Source1,FAS-SHAFTSEAL-00093
ccf89fe9-4017-42ef-833e-918e1e67b531,Carbon Steel Flat Washer Standard Configuration,Source4,DIN 125-00120
b2bc12ba-1e62-4f78-817b-46d6e7527a33,Steel Relay Standard Configuration,Source1,FAS-RELAY-00094
7eb7bd84-95ba-4be9-8db7-dbad7542bce6,"Brass Flat Head Screw 3/8""-28 x 1/2""",Source4,00121
7eb7bd84-95ba-4be9-8db7-dbad7542bce6,"Brass Flat Head Screw 3/8""-28 x 1/2""",Source1,FAS-FLATHEADSCREW-00095
81e854be-5cb5-4b6a-bcdd-f324034e4027,Carbon Steel Hex Nut Standard Configuration,Source3,HEXNUT-107
81e854be-5cb5-4b6a-bcdd-f324034e4027,Carbon Steel Hex Nut Standard Configuration,Source1,FAS-HEXNUT-00096
81e854be-5cb5-4b6a-bcdd-f324034e4027,Carbon Steel Hex Nut Standard Configuration,Source4,00122
73f53be4-13ec-4332-ba55-a58316098dea,Thrust Bearing Series 6202-2RS,Source1,FAS-THRUSTBEARING-00097
73f53be4-13ec-4332-ba55-a58316098dea,Thrust Bearing Series 6202-2RS,Source2,92415A223
7cf918f6-cd47-4e25-99f0-d0641ff632dc,Brass Lock Nut Standard Configuration,Source4,00123
7cf918f6-cd47-4e25-99f0-d0641ff632dc,Brass Lock Nut Standard Configuration,Source3,LOCKNUT-108
93be01ea-fb6a-4fa4-b80f-72dd202226ec,"Stainless Steel Hex Bolt 3/8""-11 x 2"" (DIN 933)",Source4,DIN 933-00124
93be01ea-fb6a-4fa4-b80f-72dd202226ec,"Stainless Steel Hex Bolt 3/8""-11 x 2"" (DIN 933)",Source1,FAS-HB-00098
93be01ea-fb6a-4fa4-b80f-72dd202226ec,"Stainless Steel Hex Bolt 3/8""-11 x 2"" (DIN 933)",Source2,93308A942
9a5a3fac-e562-461c-9a74-ee5e09d26a5b,Copper Adhesive Standard Configuration,Source2,91425A497
9a5a3fac-e562-461c-9a74-ee5e09d26a5b,Copper Adhesive Standard Configuration,Source1,FAS-ADHESIVE-00099
c4d4be06-8360-4f8b-8956-7f124f7473bd,"Stainless Steel Socket Head Cap Screw 3/8""-13 x 1-1/2"" (DIN 912)",Source2,97506A994
c4d4be06-8360-4f8b-8956-7f124f7473bd,"Stainless Steel Socket Head Cap Screw 3/8""-13 x 1-1/2"" (DIN 912)",Source3,SHCS-109
d0f781e7-4822-4929-a08d-67658421bda4,Thrust Bearing Series 6203-ZZ,Source3,THRUSTBEARING-110
d0f781e7-4822-4929-a08d-67658421bda4,Thrust Bearing Series 6203-ZZ,Source4,00125
65db0c7c-8c2e-4133-80a3-7b858a8fa171,Bearing Housing Series 6202-Open,Source1,FAS-BEARINGHOUSING-00100
e55a5022-bf02-450a-80a5-984abae44c58,Stainless Steel Socket Head Cap Screw M20x2.0x16mm (DIN 912),Source3,SHCS-111
e55a5022-bf02-450a-80a5-984abae44c58,Stainless Steel Socket Head Cap Screw M20x2.0x16mm (DIN 912),Source2,96275A770
e55a5022-bf02-450a-80a5-984abae44c58,Stainless Steel Socket Head Cap Screw M20x2.0x16mm (DIN 912),Source1,FAS-SHCS-00101
32dcde79-5706-4ec3-9e43-03257c60dc1c,Steel Relay Standard Configuration,Source4,00126
e670d438-978c-444b-9ee6-e91e7d5338b4,Steel Lubricant Standard Configuration,Source3,LUBRICANT-112
e670d438-978c-444b-9ee6-e91e7d5338b4,Steel Lubricant Standard Configuration,Source1,FAS-LUBRICANT-00102
921865cc-85a1-40b4-8899-3412804cd57b,Carbon Steel Socket Head Cap Screw M20x0.8x40mm (DIN 912),Source1,FAS-SHCS-00103
921865cc-85a1-40b4-8899-3412804cd57b,Carbon Steel Socket Head Cap Screw M20x0.8x40mm (DIN 912),Source4,DIN 912-00127
9e17b0d2-5490-41bd-9939-1f5c50857967,Plastic Gasket Standard Configuration,Source4,00128
1bd43628-08ef-4205-82cf-b93f39c53a12,Plastic Oil Seal Standard Configuration,Source2,96102A120
1bd43628-08ef-4205-82cf-b93f39c53a12,Plastic Oil Seal Standard Configuration,Source1,FAS-OILSEAL-00104
a29dcf0b-b0cf-4aad-a138-6a5cd0456a30,Stainless Steel Set Screw M20x0.7x40mm,Source4,00129
a29dcf0b-b0cf-4aad-a138-6a5cd0456a30,Stainless Steel Set Screw M20x0.7x40mm,Source1,FAS-SETSCREW-00105
f32408ce-4f61-4775-90de-8af6f6e883b5,Needle Bearing Series 6204-ZZ,Source3,NEEDLEBEARING-113
f32408ce-4f61-4775-90de-8af6f6e883b5,Needle Bearing Series 6204-ZZ,Source2,92201A407
fe64145a-1678-4ef2-af5d-3c543f60cea6,Carbon Steel Flange Nut Standard Configuration,Source1,FAS-FLANGENUT-00106
fe64145a-1678-4ef2-af5d-3c543f60cea6,Carbon Steel Flange Nut Standard Configuration,Source2,96828A719
9e0b1ea0-55d2-4e78-a713-f9054b0ef5f6,Rubber Switch Standard Configuration,Source3,SWITCH-114
9e0b1ea0-55d2-4e78-a713-f9054b0ef5f6,Rubber Switch Standard Configuration,Source4,00130
9e0b1ea0-55d2-4e78-a713-f9054b0ef5f6,Rubber Switch Standard Configuration,Source1,FAS-SWITCH-00107
29334b38-e0d7-468e-97de-02ad50d2e129,Steel Filter Standard Configuration,Source1,FAS-FILTER-00108
57eefb58-c086-4ea5-92a4-e2f3ebeadbef,Rubber Gasket Standard Configuration,Source3,GASKET-115
57eefb58-c086-4ea5-92a4-e2f3ebeadbef,Rubber Gasket Standard Configuration,Source1,FAS-GASKET-00109
5ce19e47-9e34-4155-8389-b5ebcbb24932,Steel Terminal Standard Configuration,Source3,TERMINAL-116
5ce19e47-9e34-4155-8389-b5ebcbb24932,Steel Terminal Standard Configuration,Source4,00131
48a873bd-3be7-4329-bc63-3244b735b6e7,Rubber Switch Standard Configuration,Source3,SWITCH-117
d250195d-e90a-4519-a493-03f451652f3a,Stainless Steel Lock Nut Standard Configuration,Source2,90944A355
d250195d-e90a-4519-a493-03f451652f3a,Stainless Steel Lock Nut Standard Configuration,Source1,FAS-LOCKNUT-00110
9779216f-9e0f-444c-ba2a-4702af08678b,Plastic Quick-Connect Standard Configuration,Source4,00132
a416467d-8297-48d2-9218-45f295364b4e,Carbon Steel Lock Washer Standard Configuration,Source4,00133
ad1a3ce4-a754-4f74-a3d7-d9794d301e35,Bearing Housing Series 6204-Open,Source3,BEARINGHOUSING-118
ad1a3ce4-a754-4f74-a3d7-d9794d301e35,Bearing Housing Series 6204-Open,Source2,90500A347
ad1a3ce4-a754-4f74-a3d7-d9794d301e35,Bearing Housing Series 6204-Open,Source4,00134
440c2377-f4f0-4f85-ae5c-ac3575f92b3e,Stainless Steel Threaded Rod Standard Configuration,Source2,99615A664
440c2377-f4f0-4f85-ae5c-ac3575f92b3e,Stainless Steel Threaded Rod Standard Configuration,Source1,FAS-THREADEDROD-00111
440c2377-f4f0-4f85-ae5c-ac3575f92b3e,Stainless Steel Threaded Rod Standard Configuration,Source3,THREADEDROD-119
47ee6390-32de-44af-bc13-58a8b295e291,Copper Gasket Standard Configuration,Source4,00135
47ee6390-32de-44af-bc13-58a8b295e291,Copper Gasket Standard Configuration,Source3,GASKET-120
47ee6390-32de-44af-bc13-58a8b295e291,Copper Gasket Standard Configuration,Source2,93626A762
0ec5a321-cea4-4b76-b674-fdd3f7bec14f,Rubber Connector Standard Configuration,Source1,FAS-CONNECTOR-00112
5447ead1-04d4-420e-8d3e-8e2f70a25f82,Plastic Quick-Connect Standard Configuration,Source2,90145A585
602a8c75-898a-4a17-aa80-70d754c96ce8,Copper Fuse Standard Configuration,Source2,93666A358
602a8c75-898a-4a17-aa80-70d754c96ce8,Copper Fuse Standard Configuration,Source1,FAS-FUSE-00113
602a8c75-898a-4a17-aa80-70d754c96ce8,Copper Fuse Standard Configuration,Source4,00136
ae64c8f8-c745-448d-8155-af27e408d627,Carbon Steel Lock Washer Standard Configuration,Source4,00137
ae64c8f8-c745-448d-8155-af27e408d627,Carbon Steel Lock Washer Standard Configuration,Source1,FAS-LOCKWASHER-00114
ae64c8f8-c745-448d-8155-af27e408d627,Carbon Steel Lock Washer Standard Configuration,Source3,LOCKWASHER-121
3243d41e-4ccf-479d-bf8e-95b9e1b3315c,Carbon Steel Flange Nut Standard Configuration,Source4,00138
3243d41e-4ccf-479d-bf8e-95b9e1b3315c,Carbon Steel Flange Nut Standard Configuration,Source1,FAS-FLANGENUT-00115
3243d41e-4ccf-479d-bf8e-95b9e1b3315c,Carbon Steel Flange Nut Standard Configuration,Source2,99576A204
